observation,feature,newnn_class,probability,new_value
1,texture,0,0.0009979156,-1.0576072923576079
1,texture,0,0.0010356802,-1.039670095950033
1,texture,0,0.0010748708,-1.0217328995424575
1,texture,0,0.0011163811,-1.0037957031348823
1,texture,0,0.0011596247,-0.9858585067273076
1,texture,0,0.0012045411,-0.9679213103197324
1,texture,0,0.0012511957,-0.9499841139121572
1,texture,0,0.0012996546,-0.932046917504582
1,texture,0,0.0013499877,-0.9141097210970068
1,texture,0,0.0014022671,-0.8961725246894318
1,texture,0,0.0014565686,-0.8782353282818568
1,texture,0,0.00151297,-0.8602981318742817
1,texture,0,0.0015715514,-0.8423609354667067
1,texture,0,0.0016323973,-0.8244237390591314
1,texture,0,0.0016955949,-0.8064865426515565
1,texture,0,0.0017612367,-0.7885493462439811
1,texture,0,0.0018294131,-0.770612149836406
1,texture,0,0.0019002234,-0.7526749534288307
1,texture,0,0.0019737685,-0.7347377570212558
1,texture,0,0.0020501562,-0.7168005606136808
1,texture,0,0.00212959,-0.6988633642061055
1,texture,0,0.0022121018,-0.6809261677985305
1,texture,0,0.0022978047,-0.6629889713909554
1,texture,0,0.0023868189,-0.6450517749833802
1,texture,0,0.0024792724,-0.6271145785758049
1,texture,0,0.0025752983,-0.60917738216823
1,texture,0,0.002672974,-0.5912401857606548
1,texture,0,0.0027694495,-0.5733029893530797
1,texture,0,0.0028693965,-0.5553657929455046
1,texture,0,0.0029729402,-0.5374285965379295
1,texture,0,0.0030802086,-0.5194914001303543
1,texture,0,0.0031913342,-0.5015542037227795
1,texture,0,0.0033064566,-0.4836170073152042
1,texture,0,0.0034257176,-0.4656798109076289
1,texture,0,0.0035492664,-0.44774261450005376
1,texture,0,0.0036772508,-0.42980541809247885
1,texture,0,0.0038098348,-0.4118682216849037
1,texture,0,0.0039471793,-0.3939310252773285
1,texture,0,0.004089456,-0.3759938288697536
1,texture,0,0.004236839,-0.35805663246217834
1,texture,0,0.00438951,-0.34011943605460315
1,texture,0,0.004547655,-0.32218223964702813
1,texture,0,0.0047114748,-0.304245043239453
1,texture,0,0.0048811655,-0.2863078468318778
1,texture,0,0.0050569335,-0.26837065042430264
1,texture,0,0.005239006,-0.2504334540167277
1,texture,0,0.005427589,-0.23249625760915246
1,texture,0,0.0056229257,-0.21455906120157728
1,texture,0,0.0058252485,-0.19662186479400237
1,texture,0,0.006034812,-0.1786846683864272
1,texture,0,0.0062518623,-0.16074747197885197
1,texture,0,0.0064766705,-0.1428102755712768
1,texture,0,0.0067095105,-0.1248730791637018
1,texture,0,0.006950658,-0.10693588275612664
1,texture,0,0.0072004143,-0.08899868634855145
1,texture,0,0.007459076,-0.0710614899409765
1,texture,0,0.0077269524,-0.05312429353340131
1,texture,0,0.008004377,-0.03518709712582613
1,texture,0,0.00829168,-0.017249900718251165
1,texture,0,0.008589199,0.0006872956893240189
1,texture,0,0.008897303,0.018624492096899203
1,texture,0,0.00921636,0.036561688504474395
1,texture,0,0.009546739,0.05449888491204934
1,texture,0,0.009888848,0.07243608131962452
1,texture,0,0.01024309,0.09037327772719972
1,texture,0,0.010609879,0.10831047413477468
1,texture,0,0.010989669,0.12624767054234984
1,texture,0,0.0113828955,0.14418486694992483
1,texture,0,0.011790014,0.16212206335750023
1,texture,0,0.01221152,0.1800592597650752
1,texture,0,0.012647903,0.1979964561726501
1,texture,0,0.01309967,0.2159336525802256
1,texture,0,0.013567355,0.2338708489878005
1,texture,0,0.014051507,0.2518080453953755
1,texture,0,0.014552659,0.26974524180295084
1,texture,0,0.015071439,0.2876824382105258
1,texture,0,0.015608399,0.30561963461810127
1,texture,0,0.016164182,0.3235568310256762
1,texture,0,0.01673942,0.3414940274332512
1,texture,0,0.017334769,0.35943122384082654
1,texture,0,0.017950904,0.3773684202484016
1,texture,0,0.018588526,0.39530561665597647
1,texture,0,0.019248346,0.41324281306355193
1,texture,0,0.019931119,0.4311800094711269
1,texture,0,0.020637602,0.4491172058787018
1,texture,0,0.021368572,0.4670544022862772
1,texture,0,0.02212486,0.4849915986938522
1,texture,0,0.022907285,0.5029287951014272
1,texture,0,0.023747075,0.5208659915090026
1,texture,0,0.024619333,0.5388031879165776
1,texture,0,0.025522787,0.5567403843241524
1,texture,0,0.026458502,0.574677580731728
1,texture,0,0.027427556,0.5926147771393029
1,texture,0,0.028431062,0.6105519735468783
1,texture,0,0.0294536,0.6284891699544533
1,texture,0,0.03028673,0.6464263663620282
1,texture,0,0.031142673,0.6643635627696036
1,texture,0,0.032022007,0.6823007591771786
1,texture,0,0.032807827,0.7002379555847537
1,texture,0,0.033210203,0.718175151992329
1,texture,0,0.033617333,0.7361123483999039
1,texture,0,0.034029283,0.7540495448074788
1,texture,0,0.034446094,0.7719867412150543
1,texture,0,0.03486783,0.7899239376226291
1,texture,0,0.035227574,0.8078611340302042
1,texture,0,0.035346296,0.8257983304377795
1,texture,0,0.03548473,0.8437355268453545
1,texture,0,0.0356237,0.8616727232529294
1,texture,0,0.03576317,0.879609919660505
1,texture,0,0.035903193,0.8975471160680799
1,texture,0,0.036043715,0.9154843124756546
1,texture,0,0.036184777,0.9334215088832304
1,texture,0,0.03632638,0.951358705290805
1,texture,0,0.036468495,0.9692959016983806
1,texture,0,0.03661116,0.9872330981059556
1,texture,0,0.036754373,1.0051702945135303
1,texture,0,0.036898103,1.023107490921106
1,texture,0,0.03704238,1.0410446873286807
1,texture,0,0.037187204,1.058981883736256
1,texture,0,0.03733258,1.0769190801438313
1,texture,0,0.03747848,1.0948562765514063
1,texture,0,0.03762495,1.1127934729589812
1,texture,0,0.03777196,1.1307306693665566
1,texture,0,0.037919514,1.1486678657741314
1,texture,0,0.038067628,1.1666050621817063
1,texture,0,0.038216308,1.1845422585892817
1,texture,0,0.038365535,1.2024794549968567
1,texture,0,0.038515326,1.220416651404432
1,texture,0,0.03866567,1.2383538478120073
1,texture,0,0.038816575,1.2562910442195823
1,texture,0,0.038968064,1.2742282406271577
1,texture,0,0.039120097,1.2921654370347326
1,texture,0,0.03927272,1.3101026334423076
1,texture,0,0.039425902,1.3280398298498832
1,texture,0,0.03957965,1.345977026257458
1,texture,0,0.039733984,1.3639142226650327
1,texture,0,0.039888903,1.3818514190726081
1,texture,0,0.04004439,1.3997886154801833
1,texture,0,0.040200457,1.4177258118877585
1,texture,0,0.04035711,1.4356630082953337
1,texture,0,0.04051434,1.4536002047029084
1,texture,0,0.040672164,1.4715374011104834
1,texture,0,0.040830582,1.489474597518059
1,texture,0,0.04098957,1.507411793925634
1,texture,0,0.041149184,1.525348990333209
1,texture,0,0.04130935,1.5432861867407843
1,texture,0,0.041470133,1.5612233831483593
1,texture,0,0.041631535,1.5791605795559347
1,texture,0,0.041793518,1.5970977759635099
1,texture,0,0.0419561,1.6150349723710846
1,texture,0,0.042119298,1.6329721687786598
1,texture,0,0.042283088,1.6509093651862348
1,texture,0,0.042447504,1.66884656159381
1,texture,0,0.042612508,1.6867837580013851
1,texture,0,0.042778164,1.70472095440896
1,texture,0,0.04294441,1.722658150816535
1,texture,0,0.04311125,1.7405953472241107
1,texture,0,0.043278746,1.7585325436316857
1,texture,0,0.043583583,1.7764697400392604
1,texture,0,0.044170346,1.7944069364468358
1,texture,0,0.044764638,1.8123441328544108
1,texture,0,0.045366548,1.8302813292619855
1,texture,0,0.04597617,1.8482185256695611
1,texture,0,0.04659358,1.8661557220771363
1,texture,0,0.047218855,1.8840929184847108
1,texture,0,0.047852125,1.9020301148922865
1,texture,0,0.04849343,1.9199673112998616
1,texture,0,0.04914291,1.9379045077074368
1,texture,0,0.04980063,1.955841704115012
1,texture,0,0.050466675,1.9737789005225868
1,texture,0,0.051141154,1.9917160969301628
1,texture,0,0.05182415,2.0096532933377373
1,texture,0,0.052515775,2.0275904897453123
1,texture,0,0.053216096,2.045527686152888
1,texture,0,0.05392524,2.0634648825604622
1,texture,0,0.054643266,2.081402078968038
1,texture,0,0.055370305,2.0993392753756126
1,texture,0,0.05610645,2.117276471783188
1,texture,0,0.056851767,2.1352136681907634
1,texture,0,0.05753342,2.1531508645983375
1,texture,0,0.05817953,2.1710880610059133
1,texture,0,0.05905972,2.1890252574134887
1,texture,0,0.059977725,2.2069624538210633
1,texture,0,0.060909074,2.2248996502286382
1,texture,0,0.06185392,2.242836846636214
1,texture,0,0.06281247,2.2607740430437886
1,texture,0,0.06378484,2.278711239451364
1,texture,0,0.064771235,2.2966484358589394
1,texture,0,0.065771766,2.3145856322665135
1,texture,0,0.06678669,2.3325228286740898
1,texture,0,0.067816146,2.3504600250816643
1,texture,0,0.06886028,2.3683972214892393
1,texture,0,0.06991929,2.386334417896814
1,texture,0,0.07099336,2.40427161430439
1,texture,0,0.072082624,2.422208810711965
1,texture,0,0.07318729,2.4401460071195396
1,texture,0,0.07430753,2.4580832035271154
1,texture,0,0.07544353,2.476020399934691
1,texture,0,0.07659544,2.4939575963422653
1,texture,0,0.07776352,2.5118947927498403
1,texture,0,0.07894781,2.529831989157416
1,texture,0,0.080148615,2.54776918556499
1,texture,0,0.08136606,2.565706381972566
1,texture,0,0.08260035,2.583643578380141
1,texture,0,0.08385162,2.6015807747877155
1,perimeter,0,0.011658905,-1.6377251168975644
1,perimeter,0,0.01178601,-1.6192844426400799
1,perimeter,0,0.011914472,-1.6008437683825956
1,perimeter,0,0.012044316,-1.582403094125111
1,perimeter,0,0.0121755665,-1.563962419867627
1,perimeter,0,0.0123082325,-1.5455217456101424
1,perimeter,0,0.012442315,-1.527081071352658
1,perimeter,0,0.012577846,-1.5086403970951732
1,perimeter,0,0.012714835,-1.4901997228376889
1,perimeter,0,0.012853296,-1.4717590485802046
1,perimeter,0,0.012993237,-1.45331837432272
1,perimeter,0,0.013134696,-1.4348777000652353
1,perimeter,0,0.01327766,-1.4164370258077512
1,perimeter,0,0.013422166,-1.3979963515502667
1,perimeter,0,0.013568217,-1.379555677292782
1,perimeter,0,0.013715842,-1.3611150030352979
1,perimeter,0,0.01386505,-1.342674328777813
1,perimeter,0,0.014015851,-1.3242336545203288
1,perimeter,0,0.014168283,-1.3057929802628443
1,perimeter,0,0.014322327,-1.2873523060053602
1,perimeter,0,0.014478036,-1.2689116317478755
1,perimeter,0,0.0146223465,-1.2504709574903907
1,perimeter,0,0.014740208,-1.2320302832329064
1,perimeter,0,0.014859,-1.213589608975422
1,perimeter,0,0.014978741,-1.1951489347179376
1,perimeter,0,0.015099439,-1.1767082604604533
1,perimeter,0,0.015221079,-1.1582675862029688
1,perimeter,0,0.015343691,-1.1398269119454842
1,perimeter,0,0.015467278,-1.121386237688
1,perimeter,0,0.015591836,-1.1029455634305154
1,perimeter,0,0.015717387,-1.0845048891730311
1,perimeter,0,0.015843935,-1.0660642149155466
1,perimeter,0,0.015971484,-1.047623540658062
1,perimeter,0,0.016100042,-1.0291828664005775
1,perimeter,0,0.01622961,-1.010742192143093
1,perimeter,0,0.016360221,-0.9923015178856088
1,perimeter,0,0.016491849,-0.9738608436281242
1,perimeter,0,0.016624533,-0.9554201693706396
1,perimeter,0,0.016758252,-0.9369794951131551
1,perimeter,0,0.016893035,-0.9185388208556708
1,perimeter,0,0.017028883,-0.9000981465981864
1,perimeter,0,0.017165804,-0.8816574723407021
1,perimeter,0,0.0173038,-0.8632167980832177
1,perimeter,0,0.017442893,-0.8447761238257331
1,perimeter,0,0.017583085,-0.8263354495682486
1,perimeter,0,0.017724374,-0.8078947753107641
1,perimeter,0,0.017866794,-0.7894541010532797
1,perimeter,0,0.01801033,-0.7710134267957952
1,perimeter,0,0.018154988,-0.7525727525383109
1,perimeter,0,0.018300807,-0.7341320782808262
1,perimeter,0,0.018447746,-0.7156914040233417
1,perimeter,0,0.018595872,-0.6972507297658574
1,perimeter,0,0.018745145,-0.6788100555083729
1,perimeter,0,0.018895606,-0.6603693812508884
1,perimeter,0,0.019047232,-0.641928706993404
1,perimeter,0,0.019200072,-0.6234880327359196
1,perimeter,0,0.019354101,-0.6050473584784353
1,perimeter,0,0.019509349,-0.5866066842209507
1,perimeter,0,0.019665817,-0.5681660099634662
1,perimeter,0,0.019823514,-0.5497253357059818
1,perimeter,0,0.019982448,-0.5312846614484973
1,perimeter,0,0.020142632,-0.5128439871910129
1,perimeter,0,0.020304067,-0.4944033129335284
1,perimeter,0,0.020466777,-0.475962638676044
1,perimeter,0,0.02063076,-0.4575219644185595
1,perimeter,0,0.020796025,-0.43908129016107494
1,perimeter,0,0.02096259,-0.42064061590359064
1,perimeter,0,0.02113046,-0.4021999416461062
1,perimeter,0,0.021299643,-0.38375926738862154
1,perimeter,0,0.021470156,-0.3653185931311373
1,perimeter,0,0.021642001,-0.3468779188736528
1,perimeter,0,0.021815188,-0.3284372446161683
1,perimeter,0,0.021989727,-0.3099965703586838
1,perimeter,0,0.022165637,-0.2915558961011995
1,perimeter,0,0.022342926,-0.2731152218437149
1,perimeter,0,0.022521595,-0.25467454758623037
1,perimeter,0,0.022701655,-0.2362338733287461
1,perimeter,0,0.022883128,-0.2177931990712616
1,perimeter,0,0.023072116,-0.1993525248137771
1,perimeter,0,0.0232647,-0.1809118505562928
1,perimeter,0,0.023458846,-0.16247117629880825
1,perimeter,0,0.02365458,-0.14403050204132373
1,perimeter,0,0.023851916,-0.12558982778383945
1,perimeter,0,0.0240833,-0.1071491535263549
1,perimeter,0,0.024321984,-0.08870847926887038
1,perimeter,0,0.02456296,-0.07026780501138609
1,perimeter,0,0.024806269,-0.05182713075390156
1,perimeter,0,0.02505192,-0.033386456496417034
1,perimeter,0,0.025299955,-0.014945782238932722
1,perimeter,0,0.025550364,0.0034948920185517984
1,perimeter,0,0.025803203,0.021935566276036322
1,perimeter,0,0.026058445,0.040376240533520846
1,perimeter,0,0.026316172,0.058816914791005134
1,perimeter,0,0.026576376,0.07725758904848966
1,perimeter,0,0.026839076,0.09569826330597421
1,perimeter,0,0.026981445,0.11413893756345847
1,perimeter,0,0.026986822,0.13257961182094302
1,perimeter,0,0.027060645,0.15102028607842755
1,perimeter,0,0.027158167,0.16946096033591185
1,perimeter,0,0.027256025,0.18790163459339643
1,perimeter,0,0.027354235,0.2063423088508809
1,perimeter,0,0.027452778,0.22478298310836517
1,perimeter,0,0.027551662,0.24322365736584964
1,perimeter,0,0.02765089,0.26166433162333425
1,perimeter,0,0.02775049,0.2801050058808188
1,perimeter,0,0.027850421,0.2985456801383031
1,perimeter,0,0.027950706,0.3169863543957876
1,perimeter,0,0.028051347,0.33542702865327206
1,perimeter,0,0.028152328,0.3538677029107564
1,perimeter,0,0.02825367,0.37230837716824094
1,perimeter,0,0.028355353,0.3907490514257255
1,perimeter,0,0.028457403,0.40918972568321
